L4 | Sun May 05 22:36:55 2019 (268 ms) | general | New game starting up
L1 | Sun May 05 22:39:18 2019 (548 ms) | general | CRITICAL ERROR:  TGA file graphics\footstepOnButton.tga does not exist
L2 | Sun May 05 22:39:18 2019 (548 ms) | general | Failed to read file for SpriteToggleButton: footstepOnButton.tga
L1 | Sun May 05 22:39:18 2019 (548 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (549 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (549 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (550 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (550 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (550 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (551 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (551 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (551 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (552 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (552 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (553 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (553 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (554 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (554 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (554 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (554 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (555 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (555 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (555 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (555 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (556 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (556 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (556 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (556 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (557 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (557 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (557 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (557 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (558 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (558 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (558 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (558 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (559 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (559 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (559 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (560 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (560 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (560 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (561 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (561 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (562 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (562 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (563 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (563 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (564 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (564 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (564 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (565 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (566 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (566 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (567 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (567 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (567 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (568 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (568 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (569 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Sun May 05 22:39:18 2019 (569 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Sun May 05 22:39:18 2019 (570 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Sun May 05 22:39:18 2019 (570 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Sun May 05 22:39:18 2019 (570 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (571 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (571 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (571 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (572 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (572 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (572 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (572 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (573 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (573 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (573 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Sun May 05 22:39:18 2019 (574 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Sun May 05 22:39:18 2019 (574 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Sun May 05 22:39:18 2019 (575 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Sun May 05 22:39:18 2019 (575 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (576 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (576 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (577 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (577 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (577 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (577 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (578 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (578 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (578 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (578 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (579 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (579 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (579 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (579 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (580 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (580 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (580 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (581 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (581 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (581 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (582 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (582 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (582 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMarkOff.tga does not exist
L2 | Sun May 05 22:39:18 2019 (582 ms) | general | Failed to read file for SpriteButton: checkMarkOff.tga
L1 | Sun May 05 22:39:18 2019 (583 ms) | general | CRITICAL ERROR:  TGA file graphics\checkMark.tga does not exist
L2 | Sun May 05 22:39:18 2019 (583 ms) | general | Failed to read file for SpriteToggleButton: checkMark.tga
L1 | Sun May 05 22:39:18 2019 (583 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (584 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (584 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (584 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (585 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (585 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (586 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (586 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (587 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (587 ms) | general | CRITICAL ERROR:  TGA file graphics\hiddenFieldTexture.tga does not exist
L1 | Sun May 05 22:39:18 2019 (587 ms) | general | CRITICAL ERROR:  TGA file graphics\centerMark.tga does not exist
L1 | Sun May 05 22:39:18 2019 (588 ms) | general | CRITICAL ERROR:  TGA file graphics\internalPaperMark.tga does not exist
L1 | Sun May 05 22:39:18 2019 (588 ms) | general | CRITICAL ERROR:  TGA file graphics\floorSplit.tga does not exist
L1 | Sun May 05 22:39:18 2019 (589 ms) | general | CRITICAL ERROR:  TGA file graphics\ground_t0.tga does not exist
L1 | Sun May 05 22:39:18 2019 (589 ms) | general | CRITICAL ERROR:  TGA file graphics\ground_t1.tga does not exist
L1 | Sun May 05 22:39:18 2019 (590 ms) | general | CRITICAL ERROR:  TGA file graphics\ground_t2.tga does not exist
L1 | Sun May 05 22:39:18 2019 (590 ms) | general | CRITICAL ERROR:  TGA file graphics\ground_t3.tga does not exist
L1 | Sun May 05 22:39:19 2019 (272 ms) | general | CRITICAL ERROR:  TGA file graphics\loading.tga does not exist
L1 | Sun May 05 22:39:19 2019 (273 ms) | general | CRITICAL ERROR:  TGA file graphics\loading2.tga does not exist
L1 | Sun May 05 22:39:19 2019 (273 ms) | general | CRITICAL ERROR:  TGA file graphics\loading3.tga does not exist
L1 | Sun May 05 22:39:19 2019 (274 ms) | general | CRITICAL ERROR:  TGA file graphics\responseWarning.tga does not exist
L1 | Sun May 05 22:42:59 2019 (95 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y0.tga does not exist
L1 | Sun May 05 22:42:59 2019 (95 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y0_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (96 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y0.tga does not exist
L1 | Sun May 05 22:42:59 2019 (96 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y0_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (97 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y0.tga does not exist
L1 | Sun May 05 22:42:59 2019 (97 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y0_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (97 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y0.tga does not exist
L1 | Sun May 05 22:42:59 2019 (98 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y0_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (98 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y1.tga does not exist
L1 | Sun May 05 22:42:59 2019 (98 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y1_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (99 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y1.tga does not exist
L1 | Sun May 05 22:42:59 2019 (99 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y1_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (99 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y1.tga does not exist
L1 | Sun May 05 22:42:59 2019 (100 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y1_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (100 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y1.tga does not exist
L1 | Sun May 05 22:42:59 2019 (100 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y1_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (101 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y2.tga does not exist
L1 | Sun May 05 22:42:59 2019 (101 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y2_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (101 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y2.tga does not exist
L1 | Sun May 05 22:42:59 2019 (102 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y2_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (102 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y2.tga does not exist
L1 | Sun May 05 22:42:59 2019 (102 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y2_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (103 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y2.tga does not exist
L1 | Sun May 05 22:42:59 2019 (103 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y2_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (103 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y3.tga does not exist
L1 | Sun May 05 22:42:59 2019 (104 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x0_y3_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (104 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y3.tga does not exist
L1 | Sun May 05 22:42:59 2019 (104 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x1_y3_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (105 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y3.tga does not exist
L1 | Sun May 05 22:42:59 2019 (105 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x2_y3_square.tga does not exist
L1 | Sun May 05 22:42:59 2019 (105 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y3.tga does not exist
L1 | Sun May 05 22:42:59 2019 (106 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_0_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (471 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y0.tga does not exist
L1 | Sun May 05 22:43:04 2019 (472 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (472 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y0.tga does not exist
L1 | Sun May 05 22:43:04 2019 (473 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (473 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y0.tga does not exist
L1 | Sun May 05 22:43:04 2019 (473 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (474 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y0.tga does not exist
L1 | Sun May 05 22:43:04 2019 (474 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (474 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y1.tga does not exist
L1 | Sun May 05 22:43:04 2019 (475 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (475 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y1.tga does not exist
L1 | Sun May 05 22:43:04 2019 (475 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (475 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y1.tga does not exist
L1 | Sun May 05 22:43:04 2019 (476 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (476 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y1.tga does not exist
L1 | Sun May 05 22:43:04 2019 (476 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (477 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y2.tga does not exist
L1 | Sun May 05 22:43:04 2019 (477 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (477 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y2.tga does not exist
L1 | Sun May 05 22:43:04 2019 (477 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (478 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y2.tga does not exist
L1 | Sun May 05 22:43:04 2019 (478 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y2_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (478 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y2.tga does not exist
L1 | Sun May 05 22:43:04 2019 (478 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y2_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (479 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y3.tga does not exist
L1 | Sun May 05 22:43:04 2019 (479 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x0_y3_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (479 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y3.tga does not exist
L1 | Sun May 05 22:43:04 2019 (480 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x1_y3_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (480 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y3.tga does not exist
L1 | Sun May 05 22:43:04 2019 (480 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x2_y3_square.tga does not exist
L1 | Sun May 05 22:43:04 2019 (480 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y3.tga does not exist
L1 | Sun May 05 22:43:04 2019 (481 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_1_x3_y3_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (210 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y0.tga does not exist
L1 | Sun May 05 22:43:09 2019 (210 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y0_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (211 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y0.tga does not exist
L1 | Sun May 05 22:43:09 2019 (211 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y0_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (211 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y0.tga does not exist
L1 | Sun May 05 22:43:09 2019 (212 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y0_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (212 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y0.tga does not exist
L1 | Sun May 05 22:43:09 2019 (212 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y0_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (212 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y1.tga does not exist
L1 | Sun May 05 22:43:09 2019 (212 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y1_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (213 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y1.tga does not exist
L1 | Sun May 05 22:43:09 2019 (213 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y1_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (213 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y1.tga does not exist
L1 | Sun May 05 22:43:09 2019 (214 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y1_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (214 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y1.tga does not exist
L1 | Sun May 05 22:43:09 2019 (214 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x3_y1_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (214 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y2.tga does not exist
L1 | Sun May 05 22:43:09 2019 (214 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x0_y2_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (215 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y2.tga does not exist
L1 | Sun May 05 22:43:09 2019 (215 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x1_y2_square.tga does not exist
L1 | Sun May 05 22:43:09 2019 (215 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y2.tga does not exist
L1 | Sun May 05 22:43:09 2019 (215 ms) | general | CRITICAL ERROR:  TGA file groundTileCache/biome_2_x2_y2_square.tga does not exist
